GOOG,16-10-2023,140.37,140.4,140.17,140.17,90687
GOOG,16-10-2023,140.17,140.17,139.69,139.7,231829
GOOG,16-10-2023,139.68,140.07,139.5,140.03,223319
GOOG,16-10-2023,140.04,140.25,139.94,140.18,119152
GOOG,16-10-2023,140.18,140.35,140.18,140.32,111907
GOOG,16-10-2023,140.33,140.59,140.33,140.52,159611
GOOG,16-10-2023,140.54,140.55,140.4,140.45,133753
GOOG,16-10-2023,140.45,140.54,140.36,140.54,194867
GOOG,16-10-2023,140.54,140.58,140.49,140.56,94591
GOOG,16-10-2023,140.57,140.58,140.45,140.55,136947
GOOG,16-10-2023,140.56,140.72,140.46,140.7,120299
GOOG,16-10-2023,140.7,140.83,140.67,140.74,179016
GOOG,16-10-2023,140.74,140.75,140.62,140.68,104428
GOOG,16-10-2023,140.69,140.72,140.55,140.72,108586
GOOG,16-10-2023,140.73,140.85,140.68,140.69,101626
GOOG,16-10-2023,140.7,140.72,140.54,140.64,123968
GOOG,16-10-2023,140.64,140.74,140.51,140.62,117969
GOOG,16-10-2023,140.62,140.66,140.55,140.65,104291
GOOG,16-10-2023,140.64,140.65,140.51,140.53,91629
GOOG,16-10-2023,140.54,140.72,140.51,140.7,98988
GOOG,16-10-2023,140.68,140.82,140.62,140.81,109596
GOOG,16-10-2023,140.81,140.81,140.46,140.55,129185
GOOG,16-10-2023,140.55,140.73,140.53,140.66,132077
GOOG,16-10-2023,140.66,140.79,140.6,140.62,150523
GOOG,16-10-2023,140.62,140.65,140.53,140.57,208326
GOOG,16-10-2023,140.59,140.67,140.59,140.63,143741
GOOG,16-10-2023,140.62,140.7,140.6,140.68,144831
GOOG,16-10-2023,140.68,140.71,140.48,140.5,183916
GOOG,16-10-2023,140.5,140.61,140.49,140.53,187754
GOOG,16-10-2023,140.54,140.61,140.48,140.61,216571
GOOG,16-10-2023,140.61,140.61,140.41,140.46,199629
GOOG,16-10-2023,140.46,140.78,140.38,140.65,578022
GOOG,16-10-2023,140.65,140.75,140.37,140.47,1.22326e+06
GOOG,17-10-2023,140.03,140.07,139.4,139.88,880587
GOOG,17-10-2023,139.89,140.17,139.74,139.9,337303
GOOG,17-10-2023,139.88,139.88,139.43,139.54,295260
GOOG,17-10-2023,139.54,139.54,138.99,139.2,365480
GOOG,17-10-2023,139.21,139.34,138.53,138.89,251820
GOOG,17-10-2023,138.9,139.31,138.82,139.23,239079
GOOG,17-10-2023,139.24,139.39,139.2,139.3,248988
GOOG,17-10-2023,139.32,139.63,139.12,139.55,233082
GOOG,17-10-2023,139.56,139.74,139.36,139.63,202523
GOOG,17-10-2023,139.63,139.84,139.59,139.75,167239
GOOG,17-10-2023,139.75,140.05,139.62,139.86,226249
GOOG,17-10-2023,139.84,140.05,139.83,140.01,149336
GOOG,17-10-2023,140.01,140.31,139.95,140.28,202362
GOOG,17-10-2023,140.3,140.75,140.27,140.54,302603
GOOG,17-10-2023,140.53,140.6,139.97,140.05,346057
GOOG,17-10-2023,140.06,140.34,140.05,140.33,191505
GOOG,17-10-2023,140.34,140.36,140.04,140.11,133365
GOOG,17-10-2023,140.12,140.27,140.05,140.08,83788
GOOG,17-10-2023,0,0,0,0,0
GOOG,17-10-2023,140.1,140.17,140,140.08,483870
GOOG,17-10-2023,140.08,140.28,140.07,140.21,136648
GOOG,17-10-2023,140.22,140.47,140.1,140.43,208936
GOOG,17-10-2023,140.43,140.51,140.06,140.1,167746
GOOG,17-10-2023,140.09,140.13,139.99,140.01,154923
GOOG,17-10-2023,140.01,140.38,140.01,140.37,166049
GOOG,17-10-2023,140.34,140.6,140.13,140.27,251950
GOOG,17-10-2023,140.26,140.34,140.14,140.17,127541
GOOG,17-10-2023,140.18,140.5,140.08,140.49,154216
GOOG,17-10-2023,140.5,140.5,140.1,140.19,143349
GOOG,17-10-2023,140.19,140.48,140.18,140.47,107901
GOOG,17-10-2023,140.48,140.8,140.47,140.79,193353
GOOG,17-10-2023,140.8,140.87,140.67,140.81,209130
GOOG,17-10-2023,140.8,140.88,140.66,140.85,133913
GOOG,17-10-2023,140.86,140.98,140.82,140.88,95105
GOOG,17-10-2023,140.88,141.07,140.83,140.94,160001
GOOG,17-10-2023,140.95,141.09,140.91,141.01,101452
GOOG,17-10-2023,141,141.11,140.91,140.91,121424
GOOG,17-10-2023,140.91,141.17,140.85,141.17,127925
GOOG,17-10-2023,141.15,141.2,141.08,141.11,100723
GOOG,17-10-2023,141.1,141.19,140.98,141.17,205334
GOOG,17-10-2023,141.17,141.25,141.06,141.23,77648
GOOG,17-10-2023,141.21,141.25,140.88,141.04,143262
GOOG,17-10-2023,141.04,141.12,140.97,141.04,130708
GOOG,17-10-2023,141.04,141.22,141.03,141.17,106153
GOOG,17-10-2023,141.17,141.17,141.06,141.06,73287
GOOG,17-10-2023,141.06,141.1,140.94,141.08,98984
GOOG,17-10-2023,141.07,141.18,140.92,140.92,114053
GOOG,17-10-2023,140.92,140.98,140.85,140.9,88894
GOOG,17-10-2023,140.89,140.89,140.63,140.82,157506
GOOG,17-10-2023,140.82,140.87,140.64,140.66,95215
GOOG,17-10-2023,140.67,140.76,140.55,140.7,109647
GOOG,17-10-2023,140.71,140.74,140.56,140.74,79217
GOOG,17-10-2023,140.74,140.78,140.43,140.43,187723
GOOG,17-10-2023,140.43,140.51,140.31,140.39,105794
GOOG,17-10-2023,140.4,140.45,140.23,140.28,125718
GOOG,17-10-2023,140.27,140.33,140.17,140.26,123685
GOOG,17-10-2023,140.26,140.45,140.16,140.42,201620
GOOG,17-10-2023,140.43,140.66,140.38,140.41,186761
GOOG,17-10-2023,140.42,140.62,140.42,140.56,134628
GOOG,17-10-2023,140.57,140.69,140.52,140.59,112415
GOOG,17-10-2023,140.58,140.65,140.47,140.56,159865
GOOG,17-10-2023,140.55,140.8,140.45,140.77,132603
GOOG,17-10-2023,140.77,140.85,140.66,140.74,132941
GOOG,17-10-2023,140.74,140.88,140.64,140.82,133709
GOOG,17-10-2023,140.83,140.83,140.29,140.33,205159
GOOG,17-10-2023,140.33,140.52,140.25,140.47,139284
GOOG,17-10-2023,140.46,140.51,140.34,140.43,149678
GOOG,17-10-2023,140.43,140.69,140.31,140.57,168244
GOOG,17-10-2023,140.58,140.74,140.55,140.6,148040
GOOG,17-10-2023,140.6,140.69,140.48,140.63,188422
GOOG,17-10-2023,140.63,140.73,140.49,140.54,203353
GOOG,17-10-2023,140.54,140.68,140.52,140.68,211761
GOOG,17-10-2023,140.69,140.71,140.49,140.51,154384
GOOG,17-10-2023,140.51,140.69,140.5,140.63,152382
GOOG,17-10-2023,140.63,140.7,140.57,140.63,231095
GOOG,17-10-2023,140.63,140.66,140.41,140.46,190982
GOOG,17-10-2023,140.45,140.9,140.42,140.89,397652
GOOG,17-10-2023,140.89,141.07,140.88,141,785071
GOOG,18-10-2023,140.75,141.9,140.62,141.85,859011
GOOG,18-10-2023,141.85,141.99,141.25,141.31,410524
GOOG,18-10-2023,141.29,141.32,140.71,140.81,408582
GOOG,18-10-2023,140.79,141.45,140.59,141.22,244119
GOOG,18-10-2023,141.26,141.73,141.22,141.72,264897
GOOG,18-10-2023,141.71,141.78,141.46,141.52,187062
GOOG,18-10-2023,141.49,141.54,141.01,141.13,225879
GOOG,18-10-2023,141.13,141.68,141.1,141.3,185573
GOOG,18-10-2023,141.32,141.45,141.19,141.31,195537
GOOG,18-10-2023,141.29,141.78,141.29,141.77,214597
GOOG,18-10-2023,141.79,141.99,141.79,141.92,219825
GOOG,18-10-2023,141.93,141.94,141.35,141.38,185748
GOOG,18-10-2023,141.36,141.43,141.12,141.29,182509
GOOG,18-10-2023,141.29,141.37,140.79,141.1,264740
GOOG,18-10-2023,141.09,141.37,140.98,141.27,160717
GOOG,18-10-2023,141.3,141.48,141.04,141.05,145320
GOOG,18-10-2023,141.04,141.04,140.55,140.55,421564
GOOG,18-10-2023,140.55,140.8,140.53,140.66,214604
GOOG,18-10-2023,140.66,140.95,140.64,140.93,60763
GOOG,18-10-2023,140.92,140.94,140.81,140.82,343877
GOOG,18-10-2023,140.83,141.11,140.77,141,170830
GOOG,18-10-2023,141.01,141.2,140.96,141.15,136058
GOOG,18-10-2023,141.13,141.28,141.03,141.25,173247
GOOG,18-10-2023,141.25,141.46,141.1,141.16,153814
GOOG,18-10-2023,141.16,141.35,141.08,141.21,106447
GOOG,18-10-2023,141.2,141.5,141.16,141.43,114404
GOOG,18-10-2023,141.43,141.46,141.18,141.2,135338
GOOG,18-10-2023,141.2,141.42,141.12,141.35,101736
GOOG,18-10-2023,141.36,141.54,141.36,141.47,101573
GOOG,18-10-2023,141.46,141.59,141.27,141.29,95898
GOOG,18-10-2023,141.29,141.68,141.18,141.61,216452
GOOG,18-10-2023,141.61,141.68,141.36,141.67,122643
GOOG,18-10-2023,141.67,141.75,141.36,141.41,120176
GOOG,18-10-2023,141.41,141.48,141.16,141.17,129451
GOOG,18-10-2023,141.17,141.19,141,141.01,138725
GOOG,18-10-2023,141.01,141.17,140.96,140.98,77888
GOOG,18-10-2023,141,141.11,140.93,140.93,104130
GOOG,18-10-2023,140.96,141.01,140.79,140.83,100781
GOOG,18-10-2023,140.83,141,140.67,140.86,159647
GOOG,18-10-2023,140.85,140.9,140.76,140.79,92638
GOOG,18-10-2023,140.76,140.77,140.65,140.71,98886
GOOG,18-10-2023,140.72,140.86,140.7,140.79,97346
GOOG,18-10-2023,140.78,140.96,140.61,140.94,217904
GOOG,18-10-2023,140.95,140.96,140.78,140.9,192130
GOOG,18-10-2023,140.9,141.21,140.72,141.15,208344
GOOG,18-10-2023,141.14,141.3,141.09,141.17,165828
GOOG,18-10-2023,141.14,141.26,141.1,141.17,73742
GOOG,18-10-2023,141.18,141.22,141.04,141.13,90569
GOOG,18-10-2023,141.13,141.13,140.85,140.86,129637
GOOG,18-10-2023,140.85,140.85,140.33,140.4,181733
GOOG,18-10-2023,140.41,140.52,140.32,140.5,137123
GOOG,18-10-2023,140.49,140.49,140.23,140.31,150454
GOOG,18-10-2023,140.31,140.48,140.28,140.37,118108
GOOG,18-10-2023,140.35,140.48,140.27,140.36,114788
GOOG,18-10-2023,140.35,140.38,140.03,140.14,307634
GOOG,18-10-2023,140.14,140.32,139.94,140.25,265986
GOOG,18-10-2023,140.25,140.27,140.01,140.03,88972
GOOG,18-10-2023,140.04,140.04,139.65,139.66,181822
GOOG,18-10-2023,139.66,139.81,139.59,139.74,138789
GOOG,18-10-2023,139.74,139.95,139.66,139.89,115630
GOOG,18-10-2023,139.88,140.06,139.77,139.8,143958
GOOG,18-10-2023,139.81,139.83,139.62,139.63,96607
GOOG,18-10-2023,139.64,139.7,139.47,139.52,154615
GOOG,18-10-2023,139.52,139.56,139.33,139.41,197209
GOOG,18-10-2023,139.42,139.46,139.24,139.3,244852
GOOG,18-10-2023,139.31,139.56,139.31,139.4,161307
GOOG,18-10-2023,139.41,139.41,139.16,139.21,184851
GOOG,18-10-2023,139.2,139.33,139.12,139.29,146029
GOOG,18-10-2023,139.3,139.37,139.25,139.26,130723
GOOG,18-10-2023,139.27,139.41,139.2,139.31,114580
GOOG,18-10-2023,139.32,139.44,139.28,139.43,136991
GOOG,18-10-2023,139.43,139.48,139.29,139.32,147999
GOOG,18-10-2023,139.32,139.41,139.26,139.38,180923
GOOG,18-10-2023,139.37,139.43,139.29,139.35,178879
GOOG,18-10-2023,139.35,139.36,139.01,139.02,370184
GOOG,18-10-2023,139.01,139.03,138.71,138.85,449430
GOOG,18-10-2023,138.85,139.25,138.85,139.21,472848
GOOG,18-10-2023,139.22,139.42,139.22,139.29,823488
GOOG,19-10-2023,139.8,140.28,139.66,139.78,988126
GOOG,19-10-2023,139.75,140.18,139.48,139.62,402231
GOOG,19-10-2023,139.63,139.95,139.48,139.75,272143
GOOG,19-10-2023,139.79,140.42,139.79,140.42,282347
GOOG,19-10-2023,140.41,140.86,140.37,140.8,292926
GOOG,19-10-2023,140.79,140.82,140.48,140.78,474479
GOOG,19-10-2023,140.8,140.82,140.41,140.6,293268
GOOG,19-10-2023,140.6,140.86,140.5,140.59,190293
GOOG,19-10-2023,140.61,141.01,140.61,140.73,342909
GOOG,19-10-2023,140.74,140.74,140.29,140.46,199359
GOOG,19-10-2023,140.45,140.5,140.1,140.28,226798
GOOG,19-10-2023,140.31,140.36,139.75,139.79,243638
GOOG,19-10-2023,139.75,139.91,139.66,139.84,223767
GOOG,19-10-2023,139.85,140.25,139.8,140.15,232137
GOOG,19-10-2023,140.15,140.37,140.06,140.29,218465
GOOG,19-10-2023,140.3,140.34,140.06,140.2,107449
GOOG,19-10-2023,140.17,140.34,139.95,140.12,178360
GOOG,19-10-2023,140.11,140.28,139.9,140,170695
GOOG,19-10-2023,140.01,140.16,139.8,139.92,175935
GOOG,19-10-2023,139.94,139.95,139.87,139.94,17702
GOOG,19-10-2023,139.68,139.68,139.63,139.65,289456
GOOG,19-10-2023,139.66,139.73,139.26,139.57,250235
GOOG,19-10-2023,139.57,139.59,139.38,139.58,135941
GOOG,19-10-2023,139.59,139.83,139.55,139.77,128783
GOOG,19-10-2023,139.76,139.89,139.69,139.89,131538
GOOG,19-10-2023,139.88,140.01,139.79,139.88,244132
GOOG,19-10-2023,139.87,139.99,139.84,139.98,111447
GOOG,19-10-2023,139.98,140.18,139.95,140.1,162048
GOOG,19-10-2023,140.08,140.22,140.01,140.1,117294
GOOG,19-10-2023,140.11,140.15,139.93,139.95,88231
GOOG,19-10-2023,139.96,140.75,139.68,140.44,720186
GOOG,19-10-2023,140.45,140.58,140.21,140.21,197860
GOOG,19-10-2023,140.22,140.31,140.04,140.07,192997
GOOG,19-10-2023,140.09,140.2,139.97,140.13,74756
GOOG,19-10-2023,0,0,0,0,0
GOOG,19-10-2023,140.34,140.35,139.91,140.04,657189
GOOG,19-10-2023,140.01,140.09,139.08,139.15,382590
GOOG,19-10-2023,139.13,139.13,138.71,139.03,429182
GOOG,19-10-2023,139.02,139.22,138.68,138.93,393047
GOOG,19-10-2023,138.95,139.77,138.92,139.76,385556
GOOG,19-10-2023,139.76,140.21,139.55,140.17,407834
GOOG,19-10-2023,140.12,140.33,139.91,140.2,218575
GOOG,19-10-2023,140.23,140.48,140.07,140.15,366164
GOOG,19-10-2023,140.16,140.66,140.11,140.5,288896
GOOG,19-10-2023,140.5,140.74,140.45,140.54,211349
GOOG,19-10-2023,140.54,140.7,140.32,140.51,174979
GOOG,19-10-2023,140.5,140.6,140.49,140.58,18281
GOOG,19-10-2023,0,0,0,0,0
GOOG,19-10-2023,140.48,140.52,139.94,140.02,549355
GOOG,19-10-2023,140.04,140.08,139.54,139.6,263394
GOOG,19-10-2023,139.6,139.62,139.32,139.38,190789
GOOG,19-10-2023,139.38,139.51,139.29,139.46,173583
GOOG,19-10-2023,139.47,139.57,139.35,139.44,141391
GOOG,19-10-2023,139.45,139.78,139.45,139.58,159030
GOOG,19-10-2023,139.57,139.83,139.45,139.64,132258
GOOG,19-10-2023,139.65,139.87,139.52,139.76,142284
GOOG,19-10-2023,139.77,140.01,139.77,139.82,193574
GOOG,19-10-2023,139.82,140.19,139.71,140.04,242727
GOOG,19-10-2023,140.06,140.12,139.78,139.79,167592
GOOG,19-10-2023,139.8,140.02,139.72,139.78,180441
GOOG,19-10-2023,139.78,139.78,139.22,139.23,242751
GOOG,19-10-2023,139.24,139.24,138.94,139.07,251853
GOOG,19-10-2023,139.06,139.07,138.71,138.83,193380
GOOG,19-10-2023,138.84,138.96,138.7,138.76,166693
GOOG,19-10-2023,138.75,138.88,138.67,138.74,168279
GOOG,19-10-2023,138.73,139.05,138.71,138.81,217500
GOOG,19-10-2023,138.82,139.12,138.78,139.11,166889
GOOG,19-10-2023,139.1,139.18,138.89,138.9,168959
GOOG,19-10-2023,138.91,139.07,138.85,138.91,185270
GOOG,19-10-2023,138.9,138.99,138.79,138.93,178896
GOOG,19-10-2023,138.94,139.05,138.78,139.03,168716
GOOG,19-10-2023,139.04,139.04,138.82,139.02,186057
GOOG,19-10-2023,139.03,139.2,138.9,139.15,294154
GOOG,19-10-2023,139.14,139.21,139.01,139.03,178048
GOOG,19-10-2023,139.03,139.04,138.63,138.66,224224
GOOG,19-10-2023,138.66,138.93,138.6,138.9,299388
GOOG,19-10-2023,138.9,139.21,138.88,139.2,385150
GOOG,19-10-2023,139.19,139.2,138.93,138.95,676046
GOOG,20-10-2023,138.59,138.77,137.31,137.54,2.31074e+06
GOOG,20-10-2023,137.55,138.32,137.4,138.24,555940
GOOG,20-10-2023,138.24,138.83,138.23,138.68,392391
GOOG,20-10-2023,138.68,139.04,138.21,138.57,376404
GOOG,20-10-2023,138.57,138.59,137.96,138.32,310528
GOOG,20-10-2023,138.33,138.43,138.1,138.1,209111
GOOG,20-10-2023,138.1,138.51,138.02,138.37,225661
GOOG,20-10-2023,138.4,138.59,137.96,138.14,245575
GOOG,20-10-2023,138.17,138.21,137.65,137.66,242096
GOOG,20-10-2023,137.65,138.06,137.6,137.98,188440
GOOG,20-10-2023,137.97,138.05,137.68,137.85,171901
GOOG,20-10-2023,137.85,137.85,137.39,137.47,237078
GOOG,20-10-2023,137.48,137.49,137.17,137.33,268232
GOOG,20-10-2023,137.34,137.35,136.97,137.01,246280
GOOG,20-10-2023,137.01,137.19,136.93,137.01,512363
GOOG,20-10-2023,137,137.1,136.73,136.97,202230
GOOG,20-10-2023,136.96,136.96,136.66,136.68,206597
GOOG,20-10-2023,136.69,136.79,136.29,136.3,420730
GOOG,20-10-2023,136.29,136.93,136.28,136.91,280068
GOOG,20-10-2023,136.91,137.1,136.84,136.89,212962
GOOG,20-10-2023,136.88,136.88,136.49,136.54,175630
GOOG,20-10-2023,136.55,136.6,136.25,136.38,1.02731e+06
GOOG,20-10-2023,136.38,136.69,136.38,136.52,190499
GOOG,20-10-2023,136.56,136.57,136.3,136.46,209535
GOOG,20-10-2023,136.47,136.56,136.24,136.38,162070
GOOG,20-10-2023,136.39,136.57,136.34,136.44,227678
GOOG,20-10-2023,136.44,136.6,136.37,136.45,988544
GOOG,20-10-2023,136.44,136.64,136.41,136.62,200969
GOOG,20-10-2023,136.61,136.8,136.59,136.79,184054
GOOG,20-10-2023,136.77,137.06,136.77,136.96,196496
GOOG,20-10-2023,136.96,137.05,136.83,136.92,137610
GOOG,20-10-2023,136.93,137.01,136.77,136.83,120921
GOOG,20-10-2023,136.84,136.96,136.63,136.74,155365
GOOG,20-10-2023,136.73,136.88,136.64,136.85,123250
GOOG,20-10-2023,136.86,137,136.78,136.9,172920
GOOG,20-10-2023,136.88,136.98,136.86,136.89,128543
GOOG,20-10-2023,136.9,137.25,136.88,137.23,170989
GOOG,20-10-2023,137.22,137.36,137.15,137.24,129099
GOOG,20-10-2023,137.24,137.36,137.19,137.27,118468
GOOG,20-10-2023,137.27,137.7,137.27,137.69,183230
GOOG,20-10-2023,137.69,137.81,137.64,137.72,212758
GOOG,20-10-2023,137.73,138.18,137.73,138.15,229243
GOOG,20-10-2023,138.16,138.22,137.98,138.03,154551
GOOG,20-10-2023,138.05,138.08,137.58,137.58,237982
GOOG,20-10-2023,137.59,137.8,137.58,137.71,173905
GOOG,20-10-2023,137.7,138.19,137.68,138.01,581374
GOOG,20-10-2023,138.01,138.09,137.79,137.91,217950
GOOG,20-10-2023,137.91,137.92,137.68,137.76,151326
GOOG,20-10-2023,137.77,137.92,137.68,137.88,446399
GOOG,20-10-2023,137.87,138,137.8,137.83,104139
GOOG,20-10-2023,137.81,138.15,137.8,137.91,177350
GOOG,20-10-2023,137.91,137.96,137.63,137.78,128604
GOOG,20-10-2023,137.78,137.99,137.63,137.71,166609
GOOG,20-10-2023,137.7,138.05,137.68,138.04,219147
GOOG,20-10-2023,138.04,138.04,137.8,137.83,186343
GOOG,20-10-2023,137.85,137.94,137.78,137.92,141779
GOOG,20-10-2023,137.93,137.93,137.56,137.58,145253
GOOG,20-10-2023,137.58,137.64,137.24,137.3,188860
GOOG,20-10-2023,137.3,137.41,137.3,137.35,108660
GOOG,20-10-2023,137.33,137.36,137.13,137.18,112866
GOOG,20-10-2023,137.17,137.22,137.06,137.18,115416
GOOG,20-10-2023,137.18,137.32,137.06,137.16,188776
GOOG,20-10-2023,137.16,137.27,137.02,137.23,132303
GOOG,20-10-2023,137.22,137.35,137.14,137.33,95237
GOOG,20-10-2023,137.33,137.43,137.24,137.4,109695
GOOG,20-10-2023,137.39,137.56,137.24,137.27,116799
GOOG,20-10-2023,137.28,137.51,137.23,137.34,154501
GOOG,20-10-2023,137.36,137.45,137.1,137.1,132006
GOOG,20-10-2023,137.1,137.26,137.04,137.25,204124
GOOG,20-10-2023,137.24,137.45,137.2,137.44,211756
GOOG,20-10-2023,137.43,137.43,137.06,137.12,204232
GOOG,20-10-2023,137.12,137.14,136.98,137.14,223265
GOOG,20-10-2023,137.15,137.26,137.13,137.16,262655
GOOG,20-10-2023,137.15,137.26,137,137.15,301601
GOOG,20-10-2023,137.15,137.16,136.84,136.93,327621
GOOG,20-10-2023,136.92,136.99,136.81,136.9,317161
GOOG,20-10-2023,136.89,136.9,136.51,136.55,509684
GOOG,20-10-2023,136.55,136.82,136.55,136.73,1.03389e+06
GOOG,23-10-2023,136.55,136.7,136.12,136.38,1.00202e+06
GOOG,23-10-2023,136.32,136.39,135.54,135.58,516057
GOOG,23-10-2023,135.57,135.73,135.11,135.57,482687
GOOG,23-10-2023,135.58,136.19,135.34,136.1,372258
GOOG,23-10-2023,136.08,136.54,135.82,136.43,345247
GOOG,23-10-2023,136.44,136.62,136.32,136.54,247600
GOOG,23-10-2023,136.54,136.79,136.47,136.74,314836
GOOG,23-10-2023,136.74,137.05,136.64,136.71,278835
GOOG,23-10-2023,136.72,137.02,136.72,136.96,221164
GOOG,23-10-2023,136.95,136.99,136.69,136.93,220976
GOOG,23-10-2023,136.93,137.27,136.85,137.26,287849
GOOG,23-10-2023,137.25,137.29,137,137.07,171919
GOOG,23-10-2023,137.08,137.24,136.96,137.03,198829
GOOG,23-10-2023,137.04,137.33,136.9,137.27,207314
GOOG,23-10-2023,137.28,137.39,137.12,137.33,183139
GOOG,23-10-2023,137.34,137.34,137.04,137.16,141511
GOOG,23-10-2023,137.17,137.38,137.11,137.16,176332
GOOG,23-10-2023,137.19,137.43,137.14,137.43,153300
GOOG,23-10-2023,137.43,137.5,137.24,137.27,184716
GOOG,23-10-2023,137.28,137.62,137.28,137.4,144509
GOOG,23-10-2023,137.41,137.63,137.39,137.62,160213
GOOG,23-10-2023,137.63,137.74,137.58,137.71,128944
GOOG,23-10-2023,137.7,137.81,137.61,137.61,163927
GOOG,23-10-2023,137.6,137.84,137.55,137.82,189751
GOOG,23-10-2023,137.82,137.88,137.77,137.84,154457
GOOG,23-10-2023,137.85,138.04,137.7,137.98,157431
GOOG,23-10-2023,137.97,138.03,137.79,137.81,167030
GOOG,23-10-2023,137.81,137.98,137.75,137.91,140025
GOOG,23-10-2023,137.9,138.05,137.85,137.99,124934
GOOG,23-10-2023,137.99,138.15,137.92,138.15,99326
GOOG,23-10-2023,138.15,138.3,138.03,138.13,192746
GOOG,23-10-2023,138.13,138.27,138.07,138.25,204827
GOOG,23-10-2023,138.25,138.37,138.12,138.17,131908
GOOG,23-10-2023,138.17,138.38,138.12,138.12,154407
GOOG,23-10-2023,138.13,138.25,138,138.24,214437
GOOG,23-10-2023,138.24,138.25,138.03,138.19,161851
GOOG,23-10-2023,138.19,138.2,137.93,137.95,143375
GOOG,23-10-2023,137.99,138.21,137.98,138.18,131240
GOOG,23-10-2023,138.18,138.26,138.06,138.16,137571
GOOG,23-10-2023,138.16,138.3,138.16,138.29,98504
GOOG,23-10-2023,138.29,138.42,138.24,138.29,109210
GOOG,23-10-2023,138.28,138.7,138.28,138.69,166147
GOOG,23-10-2023,138.71,138.73,138.44,138.5,143380
GOOG,23-10-2023,138.5,138.5,138.32,138.45,115265
GOOG,23-10-2023,138.44,138.56,138.31,138.45,115516
GOOG,23-10-2023,138.43,138.52,138.31,138.35,573232
GOOG,23-10-2023,138.35,138.54,138.32,138.35,131768
GOOG,23-10-2023,138.34,138.49,138.3,138.41,121831
GOOG,23-10-2023,138.42,138.53,138.27,138.47,137983
GOOG,23-10-2023,138.49,138.59,138.48,138.57,86650
GOOG,23-10-2023,138.56,138.7,138.45,138.6,132478
GOOG,23-10-2023,138.61,138.87,138.49,138.8,158276
GOOG,23-10-2023,138.82,138.89,138.75,138.86,104256
GOOG,23-10-2023,138.87,138.91,138.69,138.74,169232
GOOG,23-10-2023,138.74,138.9,138.53,138.88,297105
GOOG,23-10-2023,138.89,139.02,138.87,138.97,129085
GOOG,23-10-2023,138.96,138.98,138.81,138.92,153946
GOOG,23-10-2023,138.92,138.98,138.76,138.81,264658
GOOG,23-10-2023,138.82,138.87,138.58,138.6,223968
GOOG,23-10-2023,138.6,138.67,138.5,138.57,238873
GOOG,23-10-2023,138.57,138.59,138.37,138.38,207047
GOOG,23-10-2023,138.38,138.66,138.35,138.66,160928
GOOG,23-10-2023,138.65,138.81,138.53,138.62,241567
